id,ethnicity,gender,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
50,White,F,36,3.6,GL,1.18,0.792857143,1
51,White,F,32.5,3.2,MS,0.76,0.711011905,1
52,White,M,27,3.5,GL,-1.05,0.670833333,0
53,White,F,36,2.4,GL,0.39,0.678571429,1
56,Black,M,19,3.2,GL,-0.7,0.542261905,0
57,White,M,34,3.7,GL,1.23,0.777380952,1
58,White,M,35,3.1,GL,1.71,0.732738095,1
59,Hispanic,M,31,3.2,NG,-0.82,0.692261905,1
60,White,F,36,2.8,NE,-0.17,0.716666667,1
61,Other,F,32,3,GL,-0.63,0.685714286,1
63,White,M,38,3.7,GL,-0.05,0.827380952,1
64,White,F,34,3.2,Mt,0.37,0.729761905,1
65,White,F,38,2.8,GL,0.44,0.741666667,1
66,White,M,36,3.4,MS,0.46,0.773809524,1
67,White,M,42,3.5,GL,-0.42,0.858333333,1
68,White,F,29,2.3,GL,-0.93,0.581547619,0
69,White,F,31,3.7,GL,-0.49,0.739880952,1
70,Black,M,23,2.6,NE,0.48,0.535119048,1
71,White,F,37,3.8,GL,0.72,0.824404762,1
72,White,M,33,3.3,GL,-1.24,0.726785714,1
73,White,F,35,3.3,GL,-0.7,0.751785714,1
74,White,F,36,3.2,NE,0.83,0.754761905,1
76,White,F,35.5,2.4,GL,-0.63,0.672321429,1
77,White,F,41,3.4,GL,-0.05,0.836309524,1
78,White,M,34,3.5,GL,0.55,0.758333333,1
79,Asian,M,27,2.9,GL,-0.77,0.613690476,1
80,White,F,29,3.3,NE,-0.98,0.676785714,0
81,White,M,33,3.3,GL,1.27,0.726785714,1
82,White,F,32,2.9,MS,-0.62,0.676190476,1
83,White,F,39,2.3,NE,0.51,0.706547619,1
84,Asian,F,23,3.7,FW,-0.17,0.639880952,1
85,White,M,39,3.4,GL,-0.56,0.811309524,1
86,White,M,39,3,GL,-0.42,0.773214286,1
87,White,M,32,3.8,NE,-0.08,0.761904762,1
88,White,F,29,3.3,FW,-1.19,0.676785714,0
89,White,F,31,3,GL,-1.07,0.673214286,1
90,White,M,36,3.3,GL,-0.49,0.764285714,1
91,Black,F,27,2.4,NE,-1.66,0.566071429,0
92,White,F,30,3.5,GL,1.39,0.708333333,1
94,White,F,38,3.5,FW,2.78,0.808333333,1
95,White,M,34,2.8,GL,-0.63,0.691666667,1
96,White,F,37,3.7,GL,1.32,0.814880952,1
97,Hispanic,M,36,2.7,NE,-1.28,0.707142857,1
98,White,F,43,3,NE,0.1,0.823214286,1
99,White,F,42,2.9,NE,-0.62,0.801190476,1
100,White,F,33.5,3.4,MS,0.69,0.742559524,1
101,White,F,25,2.9,NE,-0.9,0.588690476,1
102,White,M,38,3.4,NG,1.23,0.798809524,1
103,White,F,42,3.6,NE,0.7,0.867857143,1
104,White,F,37,3.5,NE,-1.64,0.795833333,1
106,White,F,29.5,3.5,NE,-0.24,0.702083333,1
107,White,F,41,3.1,NE,-0.05,0.807738095,1
108,White,M,38,3.6,NE,-1,0.817857143,1
109,White,M,42,3.2,MS,-0.22,0.829761905,1
110,White,M,35.5,3.3,MS,2.26,0.758035714,1
111,White,M,36,3.6,NE,-0.85,0.792857143,1
112,White,M,39,3.5,NE,-0.71,0.820833333,1
114,White,F,28,2.9,NE,-1.96,0.626190476,0
115,White,M,42,3.3,NE,-1.13,0.839285714,1
116,White,M,43,3.5,NE,0.74,0.870833333,1
117,White,F,43,3.1,NE,0.29,0.832738095,1
118,White,F,35,3.2,NE,-0.66,0.742261905,1
120,White,F,40,3.7,NE,-0.43,0.852380952,1
121,White,M,42,2.5,MS,-0.41,0.763095238,1
122,White,M,42,2.7,NE,-0.02,0.782142857,1
123,White,M,40,3.7,NE,0.21,0.852380952,1
124,White,M,38,3.5,NE,1.61,0.808333333,1
125,White,F,40,3.3,NE,-0.96,0.814285714,1
126,White,M,39,3.5,SC,0.98,0.820833333,1
127,White,M,36,3.6,NE,-0.58,0.792857143,1
128,White,M,38,3.6,NE,-0.28,0.817857143,1
129,White,F,36,3,NE,-1.19,0.735714286,1
130,White,F,39,3.2,MS,-1.34,0.792261905,1
131,White,M,37,3.9,NE,0.55,0.833928571,1
132,White,F,31.5,2.7,MS,0.58,0.650892857,1
133,White,M,41,4,NE,2.44,0.893452381,1
134,White,F,41,3,NE,-1.45,0.798214286,1
135,White,M,36,3.3,NE,1.04,0.764285714,1
136,White,F,35,3.8,NE,-1.11,0.799404762,1
137,White,M,39,3.7,NE,-1.58,0.839880952,1
138,White,M,37,3.8,NE,0.4,0.824404762,1
140,White,F,37,3.1,GL,-0.51,0.757738095,1
141,White,F,36,3.8,MS,-0.66,0.811904762,0
142,White,F,40,3.3,NE,-0.77,0.814285714,1
144,White,M,45,3.3,NE,0.64,0.876785714,1
145,White,F,35,2.6,NE,0.02,0.685119048,1
146,White,M,37,3.6,NE,-0.02,0.805357143,1
147,White,F,40,3.8,NE,0.64,0.861904762,1
148,White,F,39,3.4,NE,0.4,0.811309524,1
149,White,F,33,3.9,NE,0.59,0.783928571,1
150,White,F,40,3.6,NE,0.55,0.842857143,1
151,White,F,38,3.8,NE,0.55,0.836904762,1
152,White,M,41,3.3,NE,0.64,0.826785714,1
153,White,F,34,2.9,MS,-0.25,0.701190476,1
154,White,F,40,3.1,NE,1.08,0.795238095,1
156,Asian,M,38,3.3,NE,-0.02,0.789285714,1
157,White,M,40,3.2,NE,1.89,0.804761905,1
158,White,F,32.5,3.4,NE,-0.17,0.730059524,1
159,White,M,41,3.4,NE,0.17,0.836309524,1
160,White,M,37,3.5,NE,-0.13,0.795833333,1
161,White,F,41,3.3,NE,1.51,0.826785714,1
162,White,M,39,3.6,NE,-0.66,0.830357143,1
163,White,F,38,3.5,MS,0.42,0.808333333,1
164,White,F,42,3.1,NG,0.68,0.820238095,1
165,White,M,37,3.6,NE,1.27,0.805357143,1
166,Black,M,32,2.8,NE,-1.28,0.666666667,1
167,White,M,39,3.6,NE,-0.22,0.830357143,1
168,White,M,32,2.8,NG,-1.09,0.666666667,1
169,White,F,41,3.1,NE,-0.51,0.807738095,1
170,White,M,36,3.7,NE,0.17,0.802380952,1
172,White,F,38,3.4,NE,-1.19,0.798809524,1
173,White,F,34,3.3,MS,1.02,0.739285714,1
174,White,F,38,3.6,NE,0.36,0.817857143,1
175,White,F,43,2.9,NG,0.59,0.813690476,1
176,White,M,35,3.7,NE,0.64,0.789880952,1
177,Asian,F,37,3.6,NE,-0.77,0.805357143,1
178,White,M,37,3.9,NE,1.36,0.833928571,1
179,White,F,40,3.2,NE,0.59,0.804761905,1
180,White,M,45,3.2,NE,1.57,0.867261905,1
181,White,F,39.5,3.3,NE,0.55,0.808035714,1
182,White,F,40,3.3,NE,2.15,0.814285714,1
184,White,M,38,3.4,NE,-1,0.798809524,1
185,White,F,40,3.4,NE,1.36,0.823809524,1
186,Mexican,M,32.5,2.8,NE,-0.92,0.672916667,1
187,White,F,36,3.7,NE,0.1,0.802380952,1
189,White,M,30,3.5,NE,-1.75,0.708333333,1
190,White,F,37,3.7,NE,0.74,0.814880952,1
191,Other,M,35.5,3,SE,-1.73,0.729464286,1
192,Asian,M,31,3.4,MS,-0.23,0.711309524,1
193,White,F,36,2.7,SE,-0.36,0.707142857,1
194,White,M,35,2.9,SC,1.25,0.713690476,1
195,White,M,28.5,3.2,SE,0.57,0.661011905,1
196,White,F,39,2.4,MS,0.16,0.716071429,1
197,White,M,41,3.9,SE,1.17,0.883928571,1
198,White,F,29,3.5,SE,0.2,0.695833333,1
199,White,F,36.5,3.1,SE,-0.56,0.751488095,1
200,White,F,39,3.8,MS,-0.32,0.849404762,1
201,White,F,36,3,MS,0.36,0.735714286,1
202,White,F,36,2.9,SE,-0.8,0.726190476,1
203,White,F,36,2.9,SE,0.89,0.726190476,1
204,White,F,37,2.8,SE,0.77,0.729166667,1
205,White,F,38,3.2,SE,0.48,0.779761905,1
206,White,F,31.5,3.1,SE,0.36,0.688988095,1
207,White,F,37,3.1,SE,0,0.757738095,1
208,White,F,26.7,3.3,SE,-0.41,0.648035714,1
209,Black,M,32,3.7,SE,-0.85,0.752380952,1
210,White,M,31,3,SE,0.44,0.673214286,1
211,White,M,32.7,3.1,MS,0.2,0.703988095,1
212,White,F,35,3.2,SE,-0.28,0.742261905,1
213,White,M,31,3.2,SE,2.48,0.692261905,1
214,White,F,33,3,MS,-0.4,0.698214286,1
215,White,M,33,3.1,SE,0.61,0.707738095,1
216,White,F,34.5,2.9,SE,0.52,0.707440476,1
217,White,M,39,4.1,SE,1.25,0.87797619,1
218,White,F,34,3.1,SE,-0.6,0.720238095,1
220,White,F,34,2.8,SE,1.51,0.691666667,1
221,White,M,37,2.8,MS,-0.23,0.729166667,1
223,White,M,25,3.2,SE,-0.64,0.617261905,1
224,White,F,33,2.9,SE,0.69,0.688690476,1
225,Hispanic,M,29,3.1,SE,-1.45,0.657738095,1
226,White,M,34,3,SE,-0.24,0.710714286,0
227,White,M,34,2.7,SE,1.51,0.682142857,1
228,White,M,30.5,3,SE,-1.09,0.666964286,1
229,White,M,33,3.3,SE,0.89,0.726785714,1
230,White,F,34,2.9,MS,-1.93,0.701190476,0
231,White,M,30,3.4,SE,0.73,0.698809524,1
233,White,M,38,2.4,SE,-0.2,0.703571429,1
234,White,F,32.5,3.1,SE,0.93,0.701488095,1
235,White,M,40,4,SE,1.17,0.880952381,1
236,White,M,42,4,SE,0.97,0.905952381,1
237,White,M,35,3.2,SE,0.27,0.742261905,1
238,White,M,29,3.4,SE,-0.52,0.686309524,1
239,White,F,35,2.9,SE,-0.4,0.713690476,1
241,White,M,32,3.1,MS,-1.17,0.695238095,1
242,White,F,27,2.3,SE,-1.01,0.556547619,1
243,White,M,38,3,MS,0.55,0.760714286,1
244,White,F,31,2.7,MS,-0.2,0.644642857,0
245,White,M,38,3,SE,0.15,0.760714286,1
246,White,M,28.5,3.9,SE,0.48,0.727678571,1
247,White,F,34,2.6,SE,0,0.672619048,1
248,White,M,31,3,SE,0,0.673214286,1
249,White,F,33,2.9,GL,-0.2,0.688690476,1
250,White,M,35,2.7,SE,-1.05,0.694642857,1
251,White,M,32.5,2.8,SE,0.08,0.672916667,1
252,White,M,36,2.6,SE,-0.72,0.697619048,0
253,White,F,37,3.4,MS,0.95,0.786309524,1
255,White,M,33,3.2,SE,-0.4,0.717261905,1
256,White,M,37,2.9,SE,0.24,0.738690476,1
257,White,F,25.5,2.8,SE,-0.08,0.585416667,1
258,White,F,38,2.6,SE,1.25,0.722619048,1
259,White,F,34,2.7,SE,-0.12,0.682142857,1
261,White,F,35,2.9,SE,1.94,0.713690476,1
262,White,F,29.5,2.8,SE,0.24,0.635416667,1
263,White,M,41,3,SE,0.2,0.798214286,1
265,White,F,35,3.2,SE,-1.13,0.742261905,1
266,White,F,34,2.9,SE,-2.06,0.701190476,1
267,White,F,42,2.6,SE,1.57,0.772619048,1
270,White,F,30.5,3.1,SE,0.87,0.676488095,1
271,White,F,41,2.5,SE,0.9,0.750595238,1
272,White,F,31.5,3.5,SE,0.2,0.727083333,1
273,White,M,35,3.7,SE,0.44,0.789880952,1
274,White,F,31,3.3,SE,0.85,0.701785714,1
275,White,F,39,3.1,MS,1.19,0.782738095,1
276,White,F,39,2.9,FW,0.98,0.763690476,1
277,White,M,40,2.6,SE,0.16,0.747619048,1
278,White,F,40,3.8,SE,1.85,0.861904762,1
279,White,F,33,3.2,SE,-0.24,0.717261905,1
280,White,F,32,3.3,SE,0.36,0.714285714,1
281,White,F,39,3.3,SE,0.72,0.801785714,1
282,White,M,39,2.7,SE,0.44,0.744642857,1
283,White,F,33,3.3,MS,0.24,0.726785714,1
284,White,F,38,3.7,GL,0.11,0.827380952,1
285,White,M,40,3.6,GL,-0.09,0.842857143,1
286,White,F,38,3.4,GL,-0.51,0.798809524,0
287,White,F,33,3,GL,-0.82,0.698214286,1
289,White,F,40,3.2,GL,1.73,0.804761905,1
290,Other,F,42,3.3,GL,1.22,0.839285714,1
291,Black,F,29,2.8,GL,-1.89,0.629166667,0
292,White,M,33,3.5,GL,0.05,0.745833333,1
293,White,F,40,3.4,GL,-1.06,0.823809524,1
294,White,F,36,3.1,MS,0.53,0.745238095,1
296,Black,M,25,2.8,MS,-2.22,0.579166667,0
298,White,F,39,3.6,SE,0.18,0.830357143,1
299,White,M,41,3.7,GL,0.9,0.864880952,1
300,White,M,36,3.9,GL,-0.12,0.821428571,1
301,White,F,44,3.2,GL,0.75,0.854761905,1
302,White,M,42,3.5,MS,-1.17,0.858333333,1
304,White,F,46,3.3,GL,-2.08,0.889285714,0
306,White,F,40,2.2,MS,1.04,0.70952381,1
308,White,M,41,3.8,GL,1.16,0.874404762,1
310,Other,M,41,3.4,GL,0.5,0.836309524,1
311,Other,F,32,2.8,MS,-1.13,0.666666667,0
312,White,F,37,3.4,MS,-1.02,0.786309524,1
313,White,M,40,3.5,GL,-0.12,0.833333333,1
314,White,M,36,3.7,GL,0.77,0.802380952,1
315,White,M,42,3.5,MS,0.83,0.858333333,1
316,White,F,35.5,2.9,MS,0.06,0.719940476,1
317,White,M,37,3.9,MS,0.37,0.833928571,1
318,White,M,48,2.3,GL,0.8,0.819047619,1
319,White,M,37,3.1,NE,0.14,0.757738095,1
320,White,M,35,3.9,GL,0.14,0.808928571,1
321,Asian,F,33.5,3.2,GL,0.14,0.723511905,1
323,White,M,47,3.9,Mt,-0.2,0.958928571,1
324,White,M,41,2.8,MW,0.33,0.779166667,1
325,White,M,40,3.5,GL,0.65,0.833333333,1
326,White,F,44,3.4,GL,-0.33,0.873809524,1
327,White,F,38,3,MS,-0.02,0.760714286,1
328,White,F,39,3.6,GL,0.51,0.830357143,1
330,Black,M,28,3.4,MS,-2.37,0.673809524,0
331,White,F,46,2.5,GL,-0.27,0.813095238,1
332,White,F,42,3,GL,-0.4,0.810714286,1
333,Hispanic,F,34,2.8,FW,-0.26,0.691666667,0
334,White,F,34,3.7,GL,-0.96,0.777380952,1
336,White,F,38,3.3,GL,0.39,0.789285714,1
337,White,M,33,3.9,MS,0.46,0.783928571,1
338,White,F,38,3.3,GL,-0.13,0.789285714,1
339,White,F,34,3.9,GL,-0.23,0.796428571,1
340,White,F,37,3.7,MS,0.68,0.814880952,1
341,Asian,F,40,2.8,NE,0.4,0.766666667,1
342,White,F,45,3.2,GL,0.43,0.867261905,1
343,White,F,41,3.2,GL,-0.28,0.817261905,1
345,White,F,36,3.7,GL,0.89,0.802380952,1
346,White,F,45,3.5,GL,-0.21,0.895833333,1
347,Hispanic,F,38,3.4,SE,1.02,0.798809524,1
348,White,M,44,4.1,GL,1.7,0.94047619,1
349,White,F,41,3.5,GL,-0.1,0.845833333,1
350,White,F,39.5,3.5,GL,-0.52,0.827083333,1
351,White,M,41,3.4,GL,0.24,0.836309524,1
352,White,M,44,3.6,GL,1.62,0.892857143,1
355,White,F,40.5,3.3,FW,1.95,0.820535714,1
356,White,M,42,3.6,GL,1.65,0.867857143,1
358,White,F,40,2,MS,1.2,0.69047619,1
359,White,M,45,3.4,GL,1.87,0.886309524,1
360,White,M,40,3.8,GL,0.3,0.861904762,1
361,White,M,36,3.7,GL,0.05,0.802380952,1
362,White,M,34,3.2,GL,-0.55,0.729761905,1
363,White,M,37,3.5,Mt,-1.17,0.795833333,1
364,Black,M,23,2.8,GL,-2.23,0.554166667,0
365,White,F,38,3.4,GL,-0.3,0.798809524,1
366,White,F,40,3.5,NE,-0.06,0.833333333,1
367,White,M,39,3.4,GL,0.57,0.811309524,1
368,White,F,40,3.2,GL,0.82,0.804761905,1
369,White,F,33,2.9,MS,0.19,0.688690476,1
370,White,F,38,3.8,GL,1.16,0.836904762,1
372,White,F,43,3.8,GL,1.14,0.899404762,1
373,White,M,38,3.5,NE,0.48,0.808333333,1
375,White,M,35,3.3,NE,-0.26,0.751785714,1
376,White,M,39,3.3,MS,1.16,0.801785714,1
377,White,M,40,3.8,NE,2.25,0.861904762,1
378,White,M,33,3.3,SE,0.6,0.726785714,1
379,White,F,37,3.2,MS,1.91,0.767261905,1
380,Asian,F,35,2.8,NE,0.96,0.704166667,1
381,White,F,30,2.6,NE,-0.26,0.622619048,1
382,White,M,38,3.2,NE,0.56,0.779761905,1
383,Puertorican,M,31,3.7,NE,0.8,0.739880952,1
384,White,M,40,3,MS,1.45,0.785714286,1
385,White,F,34,3.7,NE,0.43,0.777380952,1
386,White,M,42,3.9,NE,0.5,0.896428571,1
388,White,F,35.5,2.8,NE,1.78,0.710416667,1
389,White,F,32.5,2.7,MS,1.02,0.663392857,1
390,White,M,30,3,MS,-0.33,0.660714286,0
391,Hispanic,F,37,2.5,MS,0.23,0.700595238,1
392,White,M,35,3.7,NE,0,0.789880952,1
393,White,M,35,3.5,NE,0.6,0.770833333,1
395,White,M,37,3.4,NG,0.63,0.786309524,1
397,Black,F,28,2.7,NE,-0.59,0.607142857,1
398,Hispanic,M,30,2.9,SE,-0.99,0.651190476,0
399,White,M,38,3,NE,0.92,0.760714286,1
400,White,M,33,2.7,MS,-0.24,0.669642857,1
401,White,M,47,2.9,NG,0.56,0.863690476,1
403,White,F,38,2.8,NG,-0.79,0.741666667,0
404,Puertorican,F,34,2.8,NE,-0.86,0.691666667,1
405,Amerindian,M,34,3.1,NG,-0.56,0.720238095,1
406,White,F,34,3.4,NE,-0.43,0.748809524,1
407,Black,M,29,2.5,MS,-2.01,0.600595238,0
408,White,F,40,3.2,NE,-0.36,0.804761905,1
409,White,F,30,2.7,NE,0.06,0.632142857,1
410,Asian,F,26,2.5,FW,-0.5,0.563095238,0
411,White,F,33,3.8,MS,1.58,0.774404762,1
412,White,F,36,2.3,NE,1.65,0.669047619,1
413,White,F,35,2.9,MS,-0.13,0.713690476,1
415,White,M,30,2.9,NE,-0.43,0.651190476,0
416,White,F,27,2.7,NE,-0.72,0.594642857,1
417,White,F,38,3.2,MS,0.63,0.779761905,1
418,White,F,28.5,2.1,NE,-1.88,0.55625,0
419,White,M,37,3.3,NE,-0.13,0.776785714,1
420,White,F,39,2.4,NE,-0.1,0.716071429,1
421,White,F,41,2.4,MS,1.61,0.741071429,1
422,Hispanic,F,33,2.3,NE,0.99,0.631547619,1
423,White,F,45,2.6,NE,-1.05,0.810119048,0
424,White,F,33,3.4,NE,-0.03,0.736309524,1
425,Hispanic,F,27,3.6,SE,-0.1,0.680357143,1
427,White,M,40,3.7,Mt,1.75,0.852380952,1
428,White,M,36,3.1,MS,-0.43,0.745238095,1
429,White,M,36,3.2,MS,1.29,0.754761905,1
430,Asian,F,20,3.2,NE,-1.87,0.554761905,0
431,White,F,36,3.8,NE,-0.99,0.811904762,1
432,White,F,36,3.3,MS,-0.12,0.764285714,1
433,White,M,42,3.4,GL,0.99,0.848809524,1
434,White,F,40,3.6,NE,0.73,0.842857143,1
435,Puertorican,F,26,3.6,NE,-1.15,0.667857143,0
436,White,F,37,3.8,NE,0.6,0.824404762,1
437,White,F,45,3.6,NE,1.35,0.905357143,1
438,Asian,F,23,3.2,NE,-0.1,0.592261905,1
439,White,F,30.5,2.4,FW,-0.89,0.609821429,0
440,White,M,38,3,NE,-0.69,0.760714286,1
441,Black,M,25,2.5,NE,-0.89,0.550595238,1
442,White,M,35,3,MS,0.68,0.723214286,1
443,Black,M,20,3,NE,-1.02,0.535714286,0
444,Asian,M,28,2.8,MS,-1.38,0.616666667,0
445,White,F,38,3.2,GL,0.07,0.779761905,1
446,Puertorican,M,20.5,2.8,NE,-1.19,0.522916667,1
447,White,F,44,3,NE,1.45,0.835714286,1
448,White,F,29,2.9,MS,1.16,0.638690476,1
449,White,F,45,2.6,MS,-0.03,0.810119048,0
450,White,F,36,2.8,NE,-1.19,0.716666667,1
451,Black,M,21,3,NE,-1.32,0.548214286,1
452,Asian,F,28,2.2,NE,-0.79,0.55952381,1
453,White,F,35,3.3,MS,0.9,0.751785714,1
454,White,F,36,3.1,MS,-0.59,0.745238095,1
455,White,F,37,3.4,NE,0.43,0.786309524,1
456,Puertorican,M,29,3.2,NE,-0.89,0.667261905,1
458,White,F,33,3.4,FW,1.62,0.736309524,1
463,White,F,36,3.2,NE,0.27,0.754761905,1
465,White,M,42,3.4,NG,0.92,0.848809524,1
466,Asian,F,29.5,2.7,MS,-1.38,0.625892857,1
467,Asian,F,27,3.1,NE,-1.68,0.632738095,1
468,White,F,37,3.3,NE,0.03,0.776785714,1
469,Puertorican,M,22,3.3,NE,-0.76,0.589285714,1
470,White,M,33,3.3,NE,0.2,0.726785714,1
471,Other,F,27,3.3,NE,-0.03,0.651785714,0
472,Asian,F,28,3.3,NE,-1.32,0.664285714,1
475,White,M,35,3.1,MS,-0.14,0.732738095,1
476,White,F,28,3.7,Mt,0,0.702380952,1
477,Asian,F,34,2.6,NE,-0.3,0.672619048,1
478,White,M,22.5,3.3,NE,-1.45,0.595535714,0
479,White,F,41,3.6,FW,0.05,0.855357143,1
480,Mexican,F,33,3.1,FW,-0.24,0.707738095,1
481,White,F,40,3,FW,-0.1,0.785714286,1
482,White,F,40.5,3.5,FW,0.58,0.839583333,1
483,White,M,40,3.7,FW,-0.43,0.852380952,1
484,Black,M,28,3.3,FW,1.37,0.664285714,0
485,White,M,41,2.4,MS,-0.59,0.741071429,1
486,White,F,47,2.8,FW,-0.14,0.854166667,1
487,White,F,38,2.5,FW,-1.69,0.713095238,0
489,White,M,26.3,3.4,FW,-1.73,0.652559524,0
490,White,M,43,3.3,FW,0.87,0.851785714,1
491,White,M,34,3.4,NG,-1.36,0.748809524,1
492,White,F,40,3.6,FW,-0.08,0.842857143,1
493,White,M,37,3.4,FW,-0.51,0.786309524,1
494,White,F,35,2.8,Mt,-0.96,0.704166667,1
495,Asian,M,44,3.7,FW,0.34,0.902380952,1
496,White,F,38,2.4,MS,1.38,0.703571429,1
497,White,F,44,3.6,FW,1.88,0.892857143,1
498,Other,M,32,3.9,FW,0.13,0.771428571,1
499,White,F,43,4,Mt,0.87,0.918452381,1
500,White,M,42,3.4,FW,0.67,0.848809524,1
501,White,F,46,3,FW,0.27,0.860714286,1
502,White,M,43,3.5,FW,0.58,0.870833333,1
503,White,F,43,3,FW,0.54,0.823214286,1
504,White,F,41,3.7,FW,0.75,0.864880952,1
505,White,M,42,3.9,FW,-1.21,0.896428571,1
506,White,F,28,2.8,MS,-0.76,0.616666667,1
507,Amerindian,F,27.5,3.5,FW,-1.54,0.677083333,0
508,White,F,46,3.3,FW,-0.76,0.889285714,1
509,White,F,45,3.5,FW,0.87,0.895833333,1
510,White,F,42,3.7,FW,1.92,0.877380952,1
511,White,F,42,3.6,Mt,0.81,0.867857143,1
512,White,M,45,3.2,FW,-0.16,0.867261905,1
513,White,M,42,3.5,FW,0.71,0.858333333,1
514,Asian,M,45,3.4,FW,-1.25,0.886309524,1
515,White,F,44,3.4,FW,-0.33,0.873809524,1
516,White,M,41,3.5,FW,-1.25,0.845833333,0
517,White,F,41,3.6,NG,2.05,0.855357143,1
519,Hispanic,M,35,3.6,FW,-1.36,0.780357143,1
520,Black,F,34,2.7,FW,-1.56,0.682142857,0
521,Black,M,32,2.7,NE,0.71,0.657142857,1
522,White,M,47,3,FW,0.71,0.873214286,1
523,White,F,44,3.4,FW,0.81,0.873809524,1
524,Hispanic,F,42.5,2.3,FW,-1.25,0.750297619,1
525,White,M,39.5,3,FW,-1.32,0.779464286,0
526,White,M,41,3.5,FW,1.84,0.845833333,1
527,White,F,29.5,2.9,MS,-0.33,0.644940476,1
528,White,F,45,3.6,FW,0.34,0.905357143,1
529,Asian,F,33,3.9,FW,-0.41,0.783928571,1
530,Mexican,F,35,2.5,FW,0.19,0.675595238,1
531,White,F,43,3.7,FW,-0.26,0.889880952,0
532,White,F,44,3.2,FW,1.08,0.854761905,1
533,White,F,46,3,FW,-1.27,0.860714286,0
534,White,M,39,3.6,FW,-1.73,0.830357143,0
535,White,M,43,3.3,FW,1.82,0.851785714,1
536,White,M,42,3.6,NE,1.39,0.867857143,1
537,White,M,48,3.7,GL,1.26,0.952380952,1
538,White,F,33,2.5,MS,-0.32,0.650595238,1
539,White,M,40,3.8,FW,-0.18,0.861904762,1
540,White,M,38.5,3.4,FW,-0.74,0.805059524,1
541,White,M,40,3.6,FW,0.09,0.842857143,1
542,Asian,M,44,3,FW,-0.9,0.835714286,1
543,White,M,41,3.6,FW,-0.06,0.855357143,1
544,Asian,M,43,3.3,FW,-0.16,0.851785714,0
545,Asian,F,47,3.4,FW,1.22,0.911309524,1
546,White,F,43,3.4,FW,0.56,0.861309524,1
547,White,M,42,3.6,FW,1.45,0.867857143,1
548,White,F,38,3.9,FW,0.6,0.846428571,1
549,White,M,35.5,2.5,MS,-0.24,0.681845238,1
551,White,M,37,3.7,FW,1.04,0.814880952,1
552,White,M,42,3.5,FW,0.69,0.858333333,1
553,Hispanic,M,46,3.1,FW,-0.57,0.870238095,1
554,White,F,42,3.6,FW,-0.92,0.867857143,1
555,White,F,45,3.3,FW,0.6,0.876785714,1
556,Other,M,40,3.7,FW,-0.66,0.852380952,1
557,Other,M,38,3.6,FW,-0.22,0.817857143,1
558,White,F,42,3.1,FW,-0.41,0.820238095,1
559,White,F,43,3.2,FW,-1.07,0.842261905,1
560,White,F,31,2.6,MS,-0.43,0.635119048,0
561,Asian,M,42,3.7,FW,1.22,0.877380952,1
562,White,F,39,3.7,FW,-1.5,0.839880952,0
563,White,F,47,3.1,FW,1.32,0.882738095,1
565,White,M,41,3.8,FW,-0.51,0.874404762,1
566,White,F,33,3.6,FW,-0.99,0.755357143,1
567,White,M,42,3.4,FW,-0.08,0.848809524,1
568,White,M,46,3.3,FW,1.04,0.889285714,1
569,White,F,32.3,3.3,MS,-0.71,0.718035714,1
