Transaction_ID,Device_Type,Transaction_Distance,Transaction_Amount,Is_Weekend,Fraud_Label
43649,Mobile,1370.95,52.5,0,1
3940,Mobile,637.53,68.58,0,0
31496,Tablet,1041.91,8.26,0,1
26593,Tablet,1396.62,133.82,1,0
23921,Mobile,3030.98,251.8,0,0
26402,Mobile,4212.17,44.29,0,1
45942,Tablet,2959.47,25.05,0,1
48525,Tablet,2620.73,159.36,0,1
18315,Laptop,4054.89,154.59,1,0
36893,Tablet,3418.29,136.49,0,0
26695,Laptop,2905.38,155.09,0,1
42127,Tablet,4297.64,51.97,0,0
14170,Laptop,3579.79,52.75,0,0
3732,Laptop,2144.29,71.39,1,0
7881,Laptop,4890.79,50.8,1,1
6016,Mobile,678.61,56.64,1,0
23029,Tablet,1519.96,23.31,0,0
35473,Tablet,3207.3,145.45,1,0
49685,Laptop,1907.59,9.65,0,0
4817,Mobile,4534.39,268.52,0,0
41693,Mobile,4967.61,23.32,0,0
12007,Mobile,1290.43,19.23,1,1
41327,Tablet,3239.85,6.17,0,1
9506,Tablet,1522.44,29.37,0,1
44798,Laptop,2034.61,18.36,1,1
34062,Tablet,2689.52,52.59,0,0
27474,Laptop,3984.53,376.37,0,0
31143,Laptop,165.87,469.43,1,1
21235,Laptop,1453.65,186.24,0,0
1390,Mobile,4882.6,35.02,0,1
38249,Laptop,277.94,119.32,1,1
37624,Tablet,2406.42,92.61,0,0
42028,Mobile,822.58,10.15,0,1
20834,Tablet,1710.18,13.14,0,0
14757,Laptop,938.97,51.35,0,0
26396,Mobile,3884.79,11.98,0,1
6808,Mobile,4111.49,13.31,0,1
9225,Tablet,4473.62,72.49,0,0
48394,Laptop,2716.44,152.06,0,0
5395,Laptop,4062.1,50.7,1,1
6943,Tablet,453.58,134.91,1,1
23870,Mobile,2.83,216.73,1,1
32492,Laptop,4052.01,275.07,0,1
36345,Mobile,2187.67,19.71,0,1
10755,Mobile,1339.95,29.94,0,1
12301,Mobile,1169.21,18.3,0,0
48386,Mobile,4257.54,33.34,0,1
42745,Laptop,2788.96,2.65,1,0
29089,Laptop,2714.75,97.88,0,0
44712,Mobile,3201.41,7.41,0,1
14343,Mobile,1198.68,3.96,1,1
38172,Tablet,4814.77,101.03,0,0
5071,Tablet,2219.62,94.29,0,1
24121,Tablet,1537.86,139.19,0,0
48809,Tablet,4287.83,335.32,0,1
17820,Mobile,3063.29,213.95,0,0
1122,Laptop,2778.56,151.28,1,1
11264,Laptop,1954.31,35.66,0,0
30579,Tablet,4075.29,8.18,0,0
45464,Laptop,1250.06,49.88,0,0
48216,Laptop,1358.79,118.79,1,0
43044,Laptop,2685.89,4.83,1,1
15656,Mobile,1316.34,82.85,0,0
1900,Tablet,559.04,142.72,1,0
147,Laptop,228.54,151.58,1,0
29642,Laptop,3213.18,89.19,0,0
3211,Mobile,1320.66,121.44,0,0
43850,Laptop,2726.18,41.83,1,1
2354,Tablet,4968.01,249.35,0,0
31520,Tablet,4583.53,207.98,1,1
42583,Mobile,1193.45,24.17,0,0
43337,Laptop,3035.56,40.76,1,1
45284,Mobile,3656.88,56.67,1,0
46956,Laptop,4699.6,72.15,0,0
48790,Tablet,1836.76,21.22,0,0
36585,Mobile,3750.35,13.51,0,0
10465,Mobile,3788.32,11.49,0,1
7821,Mobile,4808.32,49.64,1,0
7205,Tablet,3638.73,41.15,0,1
6413,Laptop,900.65,83.14,0,1
34046,Tablet,1482.77,117.98,1,0
12728,Laptop,2697.93,33.28,0,0
6925,Mobile,2309.6,60.7,0,0
27995,Tablet,2664.62,83.57,1,1
37612,Mobile,2883.3,3.53,1,0
39483,Tablet,3371.34,21.48,1,0
3016,Laptop,2868.31,72.28,0,0
1640,Tablet,543.5,40.42,0,0
8883,Tablet,3082.28,30.61,0,1
37601,Mobile,1304.12,86.93,0,0
12969,Mobile,1094.7,2.86,0,0
23463,Tablet,1235.88,38.35,1,0
15757,Laptop,273.71,115.2,1,0
44076,Laptop,791.34,44.06,0,0
4086,Mobile,181.08,64.49,0,0
508,Laptop,822.89,176.19,0,0
6354,Tablet,1914.55,165.67,0,0
29644,Tablet,1238.74,51.05,1,0
20815,Mobile,2698.45,82.24,0,0
6234,Mobile,4786.58,75.74,0,0
31989,Laptop,1342.57,129.11,1,0
12995,Mobile,4588.96,27.12,0,0
42501,Laptop,1866.71,43.6,1,1
38920,Tablet,3403.02,55.03,0,1
262,Mobile,2385.12,148.41,0,1
7891,Mobile,1282.55,93.57,0,0
10527,Tablet,771.47,137.09,0,1
18600,Tablet,4164.0,22.98,0,0
24114,Mobile,95.19,22.96,0,0
33498,Mobile,1128.69,112.64,0,1
13471,Tablet,1589.09,22.34,0,1
31725,Mobile,539.35,9.87,0,0
23690,Mobile,2136.46,82.1,0,0
10557,Tablet,904.46,104.77,1,1
6556,Mobile,715.63,25.02,1,0
45577,Laptop,3589.09,43.58,0,1
41503,Tablet,4176.95,45.53,1,0
27872,Laptop,2551.06,347.42,0,0
10810,Tablet,2733.47,174.28,0,0
38214,Mobile,104.14,27.92,0,1
11730,Mobile,135.04,129.2,0,1
27438,Laptop,2998.37,15.21,0,0
21779,Laptop,1705.22,14.99,0,1
34079,Tablet,3277.37,14.26,0,0
22915,Mobile,4880.03,3.13,0,0
8085,Mobile,2966.33,51.13,0,0
43467,Mobile,1511.45,19.31,0,1
14709,Tablet,614.96,189.97,0,0
15466,Mobile,3101.7,45.5,0,1
37172,Mobile,4154.7,57.66,1,1
28748,Tablet,4992.17,193.61,1,0
3104,Tablet,1047.3,42.7,0,1
708,Mobile,4342.52,111.07,1,0
38385,Laptop,4175.13,187.17,0,1
23444,Laptop,4298.14,171.56,0,0
26510,Mobile,4336.49,84.07,0,0
8466,Mobile,2411.24,27.74,1,1
6230,Mobile,49.61,173.9,0,1
46358,Mobile,4007.93,20.72,0,0
39357,Tablet,3456.9,126.11,1,0
16386,Mobile,2994.03,35.24,0,0
34165,Tablet,2558.84,384.23,0,0
4168,Laptop,2174.85,19.7,0,1
5803,Tablet,3339.43,63.85,1,1
12753,Tablet,320.29,224.43,0,1
2189,Laptop,1856.45,33.61,0,0
12187,Laptop,91.0,147.81,0,1
31727,Tablet,4859.32,49.38,0,0
19245,Mobile,4858.2,10.21,0,0
37866,Mobile,405.3,66.38,1,0
43514,Laptop,180.31,131.47,0,1
8718,Tablet,4818.97,272.83,1,1
28824,Laptop,3799.25,5.05,0,0
24468,Tablet,882.6,4.64,0,1
48252,Laptop,4955.42,24.45,0,0
7201,Tablet,2398.65,75.44,0,1
9282,Laptop,511.04,42.45,0,0
26820,Mobile,467.42,48.05,1,0
27373,Mobile,3752.14,12.44,1,1
22492,Tablet,4990.44,13.97,1,1
45637,Laptop,2652.44,264.3,0,0
45879,Mobile,1349.89,10.05,0,0
29339,Laptop,3806.28,19.78,1,0
46547,Tablet,2667.54,120.64,0,0
10803,Tablet,4524.38,10.78,0,0
20964,Laptop,250.08,144.46,1,0
30032,Tablet,983.31,88.96,0,0
5222,Tablet,868.74,130.32,0,0
659,Tablet,3580.2,132.19,0,0
33245,Mobile,1643.68,96.84,0,0
5865,Mobile,1464.33,100.72,0,0
48871,Tablet,4737.83,36.92,1,0
22985,Laptop,2294.98,108.35,1,0
28880,Tablet,115.7,138.92,0,0
47087,Mobile,1759.31,14.15,0,0
26527,Mobile,3166.43,163.25,0,0
9647,Laptop,2406.84,12.45,1,0
49545,Laptop,2332.91,17.68,0,0
32374,Mobile,4124.77,47.47,0,1
26158,Tablet,719.11,68.71,0,1
11711,Laptop,436.3,1.79,0,0
27238,Mobile,345.89,257.96,0,0
18353,Tablet,4913.59,109.03,0,0
49514,Tablet,519.39,53.25,1,0
21724,Mobile,3554.64,112.79,0,1
25924,Tablet,1591.54,139.47,0,0
41389,Laptop,1467.94,61.63,0,0
4772,Tablet,2139.4,29.33,0,0
35204,Laptop,2406.15,309.57,0,1
27878,Laptop,1430.12,138.97,1,1
5874,Mobile,4565.13,82.54,0,0
17804,Laptop,3138.45,127.77,0,0
34223,Mobile,3828.75,28.33,1,1
7841,Tablet,477.77,132.62,1,0
15922,Mobile,3793.6,163.08,0,1
28366,Mobile,3595.89,176.05,0,0
12083,Tablet,1420.78,197.84,0,0
20033,Mobile,478.45,14.62,0,1
14487,Tablet,2594.43,248.94,0,0
20818,Mobile,1379.19,84.1,1,1
37517,Mobile,629.07,38.59,0,0
44235,Tablet,4000.74,87.24,1,1
48650,Tablet,1509.54,7.43,0,0
36235,Laptop,508.87,81.49,0,1
21069,Laptop,2828.61,55.74,0,1
9523,Laptop,95.61,30.34,1,0
32755,Tablet,335.82,281.76,0,1
12053,Tablet,4209.8,190.34,0,0
23593,Laptop,3605.07,39.45,0,0
8037,Laptop,3139.28,1.21,1,0
46976,Laptop,436.85,13.39,1,1
16399,Tablet,3592.84,71.42,1,0
45785,Laptop,1275.53,10.0,0,1
34615,Mobile,4735.19,16.76,0,0
7624,Mobile,4378.68,311.23,1,0
13661,Tablet,2352.11,112.49,0,1
37736,Laptop,4498.41,28.54,0,1
26541,Laptop,3335.01,173.16,0,0
13267,Laptop,922.25,242.77,0,1
18082,Laptop,4245.48,83.04,0,0
48085,Tablet,4583.68,162.25,1,0
42767,Laptop,2393.34,3.63,0,0
4070,Tablet,3769.18,157.77,0,1
16286,Tablet,2041.25,489.35,0,0
1118,Laptop,3221.32,85.73,0,0
10074,Laptop,4938.65,118.31,0,1
11373,Mobile,803.56,134.75,0,0
32684,Tablet,3180.74,77.22,1,0
46433,Laptop,1929.58,31.53,0,1
25349,Laptop,754.04,174.34,0,0
6715,Tablet,4460.74,102.28,1,1
34567,Laptop,3488.86,128.85,0,0
1030,Laptop,4772.94,33.03,0,0
22753,Mobile,1743.63,0.96,0,0
11761,Tablet,1784.69,0.33,0,0
35896,Tablet,4370.16,75.05,1,0
14492,Tablet,3886.77,3.2,0,0
25085,Tablet,4407.7,27.78,0,0
20395,Tablet,4691.52,69.41,0,1
4813,Laptop,4607.17,94.05,0,1
8994,Laptop,4940.9,154.15,1,0
49691,Tablet,1982.57,226.11,0,0
21374,Laptop,3989.55,42.58,1,1
30242,Tablet,1025.16,62.87,1,1
47578,Tablet,3575.6,0.75,0,0
1164,Laptop,3349.69,191.24,0,1
24810,Tablet,1704.04,67.66,1,0
21109,Tablet,4184.89,327.61,0,1
3697,Tablet,1122.66,27.73,0,0
11438,Tablet,4018.51,417.51,0,0
4469,Laptop,4754.49,427.47,0,1
9807,Laptop,1212.32,4.81,0,0
47767,Mobile,3495.27,33.78,0,0
6748,Laptop,577.45,102.86,1,0
49184,Tablet,3518.41,90.47,0,1
17378,Laptop,208.11,31.96,1,0
36884,Tablet,2258.92,58.49,0,0
13356,Laptop,1604.28,185.97,1,1
32404,Laptop,3222.66,26.42,1,0
42454,Mobile,582.34,2.96,0,0
46065,Laptop,3992.76,104.34,1,0
11538,Laptop,4348.04,162.25,0,0
2008,Mobile,3462.0,11.86,0,0
3221,Tablet,1947.91,79.4,0,1
44996,Mobile,4542.04,274.4,1,0
18762,Laptop,3898.81,98.23,0,0
14165,Tablet,3316.17,38.04,1,0
40683,Laptop,3535.54,110.1,0,0
25080,Tablet,3462.95,23.38,1,0
1822,Laptop,4314.3,114.46,0,0
44661,Mobile,1159.4,56.56,0,0
6848,Tablet,4028.64,10.93,0,0
12635,Laptop,1908.97,26.67,0,0
37668,Mobile,1800.33,278.37,0,0
6095,Tablet,2981.16,4.07,0,1
39248,Laptop,492.99,58.85,0,0
10577,Mobile,1317.34,375.61,0,1
31074,Mobile,4046.0,110.6,0,1
29112,Laptop,4742.7,1.99,1,1
10192,Laptop,3568.88,316.8,1,0
314,Tablet,188.5,95.18,0,0
11449,Mobile,1925.67,44.26,1,0
30745,Laptop,4138.13,60.14,1,0
29702,Laptop,4443.22,124.25,1,0
27658,Mobile,3990.8,19.06,0,1
23685,Mobile,3090.63,11.4,0,1
28375,Mobile,1720.58,71.32,0,0
3085,Mobile,4839.97,17.77,0,0
49371,Tablet,3778.53,79.38,0,1
3751,Laptop,352.74,57.45,0,0
5048,Laptop,3248.48,124.31,1,1
29186,Laptop,1213.02,10.48,0,0
30708,Mobile,4977.05,14.82,0,1
20146,Mobile,3722.08,15.88,0,0
32249,Mobile,1521.77,138.75,0,1
4969,Tablet,2500.44,10.92,0,0
30525,Tablet,920.27,156.82,1,0
18494,Mobile,327.88,2.01,0,1
38064,Mobile,1755.18,39.74,1,0
41836,Laptop,877.27,80.25,0,0
32752,Tablet,1692.07,0.42,0,0
20073,Laptop,1151.48,64.03,0,0
26273,Laptop,4749.24,35.43,1,0
13649,Tablet,1868.6,19.04,0,0
25533,Mobile,2360.51,38.67,0,1
17521,Mobile,2248.53,38.48,0,0
25480,Tablet,2195.8,46.34,1,0
48234,Tablet,3526.83,62.02,0,0
48787,Mobile,3321.76,82.38,0,0
32389,Laptop,4908.73,60.94,0,1
5086,Tablet,4225.36,278.23,0,0
17252,Tablet,2824.88,66.24,0,0
4039,Mobile,4932.25,92.53,0,0
18386,Mobile,1544.08,16.95,1,1
4246,Tablet,3013.81,18.97,0,0
18627,Mobile,3830.01,41.85,0,0
879,Laptop,4516.43,273.44,1,0
23298,Laptop,4336.82,25.05,0,0
29752,Tablet,504.86,17.39,1,0
30172,Tablet,3360.02,0.47,1,0
28559,Tablet,3945.52,17.96,1,0
18863,Mobile,786.63,30.32,0,0
43343,Laptop,3893.05,22.99,0,0
34210,Laptop,4584.56,456.02,0,0
26083,Mobile,1650.55,108.87,0,0
1941,Tablet,2387.37,84.7,1,0
22225,Laptop,1933.74,15.9,0,0
44691,Mobile,3017.41,286.45,1,0
43239,Laptop,4913.98,7.01,0,0
23859,Laptop,4640.53,84.21,0,0
14158,Laptop,1422.07,173.07,0,0
33875,Tablet,2159.53,188.2,0,0
48104,Tablet,4502.09,19.41,0,0
23449,Mobile,3013.05,34.72,0,0
6623,Mobile,2954.73,74.93,0,0
38264,Tablet,767.31,188.36,0,1
26241,Mobile,611.19,54.12,0,0
47591,Tablet,4128.63,30.56,0,1
24155,Tablet,2311.19,6.44,0,1
32058,Laptop,494.93,111.96,0,0
9331,Tablet,1139.82,3.39,0,0
43564,Mobile,4906.06,9.89,0,0
3493,Mobile,1964.92,62.54,0,1
4878,Laptop,2524.46,0.69,0,0
47062,Tablet,3456.12,60.34,0,0
998,Mobile,4807.01,304.23,1,1
37086,Tablet,3785.57,375.72,0,0
36437,Tablet,1407.66,81.06,1,0
34749,Tablet,86.97,197.12,1,0
28616,Tablet,4564.32,75.29,0,0
37095,Laptop,3254.58,96.64,0,0
22810,Tablet,1111.33,0.36,0,1
7142,Laptop,583.43,28.62,0,1
21558,Mobile,3551.02,34.49,1,1
9935,Tablet,628.23,28.02,0,1
4788,Tablet,526.67,139.33,1,0
30510,Mobile,1036.48,247.9,1,0
31189,Mobile,2345.95,14.05,0,0
20083,Mobile,3354.65,22.43,1,0
10823,Laptop,4277.56,28.31,0,0
672,Tablet,3378.04,202.51,0,0
15594,Mobile,3030.29,110.33,0,0
43048,Laptop,790.81,52.93,1,0
21911,Mobile,2564.21,101.5,0,0
11868,Mobile,2578.12,70.9,1,0
34690,Laptop,3856.3,115.52,0,1
11321,Laptop,3376.46,96.34,1,0
44211,Mobile,1435.64,14.49,0,0
24614,Tablet,2238.19,71.07,0,0
12005,Laptop,2085.7,46.84,0,0
3939,Laptop,3383.28,4.19,0,0
4613,Laptop,3723.83,141.52,0,1
36759,Mobile,4987.02,53.75,0,0
31458,Tablet,2644.02,165.42,1,0
44952,Tablet,1404.68,70.36,0,0
4347,Mobile,1401.61,37.4,0,0
39327,Mobile,738.67,172.07,0,0
49922,Mobile,2532.28,8.55,1,1
22393,Laptop,2245.09,67.71,0,0
3156,Laptop,1039.83,217.48,1,0
29917,Laptop,1392.13,17.92,0,1
37223,Tablet,783.22,126.79,0,1
13478,Mobile,3450.27,54.9,0,0
13871,Laptop,1491.8,105.24,0,1
38555,Tablet,2447.08,73.38,1,0
25329,Laptop,3613.12,74.9,0,1
44684,Laptop,1396.51,85.56,1,0
985,Mobile,2587.9,116.13,0,0
37139,Tablet,2789.98,32.11,0,0
35033,Mobile,2743.7,16.47,0,1
23730,Mobile,1291.33,63.66,0,0
7530,Mobile,669.63,242.61,1,0
44394,Laptop,683.85,2.82,0,1
32948,Mobile,4128.95,255.65,0,1
30877,Mobile,3334.12,6.87,0,0
29930,Laptop,3180.66,47.48,0,1
23415,Laptop,1454.35,419.99,0,1
6059,Mobile,4262.49,45.01,0,0
23679,Laptop,4681.8,32.64,1,0
15940,Mobile,3732.09,247.24,1,1
6948,Tablet,4048.92,383.8,0,0
30095,Laptop,3948.55,47.97,1,0
41339,Tablet,2215.31,71.65,0,0
49598,Laptop,3643.18,132.14,0,1
33183,Mobile,4155.38,5.82,0,0
16580,Tablet,3990.76,84.65,0,1
1388,Mobile,3122.55,16.43,0,1
21350,Tablet,836.36,106.89,0,0
49750,Tablet,310.62,78.38,1,0
34431,Laptop,2618.54,35.14,0,1
24454,Tablet,2420.56,40.07,1,1
40359,Tablet,208.67,182.08,1,1
18577,Laptop,3446.41,98.91,0,0
33451,Laptop,1587.08,25.02,1,1
47852,Laptop,1563.33,7.54,0,1
4,Mobile,193.4,13.73,0,0
29182,Mobile,1224.3,3.14,0,0
8230,Mobile,4547.25,34.89,0,1
5946,Tablet,381.66,108.77,1,0
7822,Tablet,201.84,166.68,0,0
19486,Laptop,4068.53,294.68,1,1
15384,Laptop,1236.63,247.09,0,0
41099,Tablet,3806.1,110.23,1,0
18183,Laptop,4386.79,48.31,1,0
27161,Laptop,1913.86,255.76,0,1
11645,Tablet,4143.66,382.82,0,1
24390,Mobile,4250.8,74.14,0,0
4850,Mobile,3305.18,89.24,0,0
47435,Mobile,4521.86,112.24,0,0
42206,Tablet,3127.6,92.32,0,0
45340,Tablet,2614.09,0.8,0,1
28169,Tablet,1838.09,76.11,1,0
3419,Tablet,1186.01,48.53,1,0
42590,Mobile,1550.0,334.04,0,0
38734,Laptop,3040.27,220.72,1,0
36719,Tablet,811.03,39.01,0,0
29497,Laptop,3269.11,93.16,0,0
4362,Laptop,1497.39,132.06,0,1
4028,Mobile,2080.86,64.79,0,0
3426,Laptop,1536.2,145.35,1,0
20268,Laptop,798.57,203.85,0,0
20057,Tablet,2303.73,99.36,0,0
11478,Mobile,3052.54,0.12,1,1
47944,Tablet,2734.43,41.96,1,0
29392,Mobile,3464.85,35.1,0,0
29046,Mobile,4536.25,24.97,0,0
8564,Laptop,567.83,252.18,0,1
39506,Laptop,4722.35,90.12,0,0
49804,Mobile,1457.23,134.31,0,0
25449,Mobile,463.23,25.64,0,0
34921,Laptop,1991.45,220.43,0,0
30477,Laptop,3172.03,16.55,0,1
13519,Laptop,2229.96,33.81,0,0
34007,Mobile,2079.87,118.66,0,1
